sequence,lamella_period
CCCBBBBBBBBBBBBCCCCCCCCCCCCCCCBB,16.2811962462
CCCCCCCCCCCCCCCCCCBBBBBCCCBBBCCC,16.2004612297
BCCBBCBCBBCBCBCBCBCBBCBCCCBCCBBB,15.0888435436
BBCCCCCBBBBCCCCCCCCCCBCCCCCCCBCC,15.8545694379
CBBBBBBBBBBBBBBBBBBBBBCCCCBBCCCC,15.97980291161
BBBCCBBBBBBBBBBBCCBBBBCCCBBBBBBB,15.00691204481
CBBBBBBBBBBBBBBBBBBBBCBBBBCCCCCC,15.65899402371
BCBCBBCBCBCBBCBCBBCBBBBBCBBCBBCC,14.56384363921
BBBBBCCCCCCCCCBBBBCBBBBCBBBBCCCC,15.29747140641
CCBBCCCBCBCCCBBBCBCBBBBCCBBCCBCC,15.41458381031
CCCCCBBCCCCBBCCBBBCCCCBBCCCCCCCC,15.3222100184
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCB,16.4034653368
CBBBCCCCCCCCCCCCBBCCBBCBCBBBCCBC,15.01536148621
CCBCCCCBCBBBCCCCCCBCCCBCCCCBCCCB,15.76045514781
BCCCCCCBBCCCCCCCCCCCCCCBBCCBBCCC,15.4609811136
BBCBBCCCCCBCBCCBBCCBBBCBBCCCBBBC,14.7072004477
BBBCBCCBCCBCBBCCBCBCBBCBBBBCBBBB,14.59683376431
BBBBCCBCBCBBBBBCBCBBCBBBCBCCCCBC,14.74793936591
CCCCCCCCCCCBBCCCCCCCCCCCCBBBBBBB,15.9235160913
CCCBCCCCCBBBBBCCCCCCBCCBCCCBBBBC,15.3422369901
CCBCBCBCCBCCBCCCCBBCCBCBCBBCBCCC,14.98373784671
CBBBCCBBCCBBBBCCCCCCCCBCCBBBBBBB,15.01123253091
BBCBCCBCBBCCBBCBCCCCBBCCBBCBCCCB,15.459410539
BCBBBCCCBCCCBCCCCCCCCBCCCCCCCBBC,15.69338249941
CCBCCCCCCBBBCCBBCCCCCBCCBCCBBCBB,15.47940979011
CCCCCBCBBBBBCBBCBCCCBBCBCBCCBCBC,15.2360482341
BBBCBCBCBCCBCCBBBBCCBCCCBBCBCBCC,14.9525502951
BBCCBBBCCCBBBBBCCCCBCBCCCBBCCBBB,14.6373195432
CBBCCBBCCBBCBCCCCBCCCCBCCCBBBCBB,15.18595802871
BCBBCCBCCCCCCCCCCBBBCBBCCCBCCBBB,15.26046152611
CCCCCCBBBBBBBBBCCCBBCBCCBBBBBBBB,15.3545703651
CBBCCCCCCCBCBBCCCCCBBBBBCBBCCCCC,15.48179693621
CBBBBBCCBBBBCBBBBBCCCCCCCBBCCCCB,15.59231869471
BBBBBCCBBCCBBCCBBBCBBBBBCCBCBCBC,15.12214122451
BBBBBBBBBBBBBBBBBBBBBBCCCCCCCCCC,17.23529796931
BCBCBCCCCCCBCCBBCBCCCCCBCCBCCCCC,15.52432726171
BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,15.29191101621
BCCCBCCBBBCCCBCBCCCCBBBBBBCCCCCB,15.2837044725
BCBBBCBBCCBCCBCBCCBBBCBCBBBBCBBC,15.04627862251
CBBCBBBCCCBBBCBBCCCCCBBBCBCBBBCC,15.36826597431
CCBCCBBBCCBBBBCBBCBCCBCBBCBBBBBC,15.08043111791
BBBCBCBBBCBBCBBBBBCBCCBCBBCBBCBC,15.23831975361
CCCCCBBCCCCCBBBBBBBBBBBCCCCCCCCC,15.501488789
BBCCCCBCBBCBCBBCCBBBCCCBBCCCCBBC,15.2579185298
BBBCBCBBBCCBBCBBBBCBBCBCCCBCCCCB,15.34623335251
BBCBCBBBBCCCBBCCCCCCBBBBBCBCCCBB,14.6866762083
CCCCCCCCCCCCCCCCCCCCBBBBBBBBBBBB,18.3021509635
BBBBBBBBBBCCCCCCCCCCCCBBBBBCCCCC,16.1079808531
BBBBBBBBCCCCBCCCCCCCBBBBCBCCCCBB,15.51172218731
BBBBCBBBBBCCBBCCBBCCCBBBCBCCBBBB,15.09638676171
BBCCBBBBBCCCBCBBBBBBCBBCBBCBCCBB,15.1618476743
BBBBBBCCCCCCCCCCCCCCBBBBBBBBBBBB,14.93544639671
CCCCCBBBBBBCCCCBBBBCCCCCCCCCCCCB,15.6089772581
CCCCCBBBBBBBBBBBBBBBBBBBCCBCBCCC,15.0280552308
CCCCCCCCCCCCBBCCBBBBCBBBBBBBBBBB,17.6128267726
BCCCCCBBBBBBCBBBBBBCCCBBBBCBBCBB,15.1288973075
CCCCCCCCCCCCBBBBBBBBBBBCCCCCCCCC,16.0469791173
BBBBBBBBBBCCCCCCCBBBCCCCCCCCBBBB,15.62280106611
BBBBBCCBBBCCBCCBBBCBCCBBBBBBBBCC,15.03710581111
BCBCCCBBBBBCCCCCBBCCCBCBBBCBBCCB,14.68351898031
BCCCCCBBBBBCCCCCCBBCBBBCCCCCCCCC,15.6361205642
BCCCBBBBBBBBBBBBBBBCBBCBBBCBCCCC,15.012695667
CCBBBBCCCCCCBBCCCCCCCCCCCBBBBBBB,15.03599093181
CCBBBBBBBBBBBBBBBBBBBBBCCCCCCCCC,16.75132764021
CCCCCCCCCCCCCCCCCCBBBBBBBBBBCCCC,16.8279147198
CBCBCCBCBBBBBBBBCBBCBCBBBBCBCCBB,15.1902515705
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,16.7346109005
CBBBCCBCBCCBCBCBBBBBBBBBBBBCBCCB,14.7490284481
BCCBBCBCCBBBCBCBCCCCBBCBBCCBCBCB,15.1386143356
BBBBBBBBBBBBCCCCCCCCCCCCBCCCCCCC,17.75192123471
BCBCBCBCBCCBBCBCBCCBCBCBCCBCCBBC,14.80374987011
BBCCCCBBCCBCCBBBCCCBBBBBCCCBCCCC,15.3287918204
BBCCCCCCCCCBBBBBBCCCCCCCCCBBBBBB,15.3315724218
BBCCCCBCCBCBCBCBCCCCBCCBCBBCCCBC,15.0676335402
BBBBBBBBBBBBBBBBBBBBBBBBBCCCCCCC,16.53533694091
CCCCBBBCCCBCCCBCCBBCBBBCCBCBBBCC,15.2997700259
CCCBCCBCCCBCCBBBCBCCCBCCBCCBCCBB,15.3369401678
BBCCCCCCBBBBBBCCBBCCCCCBCCCCCCCC,15.801609871
CBBBBBCCBCCBCBCCBBBCCCBCCBBCBCBC,15.45695059631
BBCBCCBCCCCBCCBBCBCCBBBCBCCCBBBB,15.1365681089
CBCCBCCBCBCBBCCCCCBBCCCBBCBBBCBC,15.4256303496
BBBBBBBBBBBBBBBBBBBBBBBCCCCCCBBB,15.49337025941
BBCCCCBBBCCBCCCBCCBBCCCBCBBCBCBB,15.1551580962
BBBBBBBBBBCBBBBBCBBBCBBCBCCCBBBB,14.85409250561
BBBBBBCCCBBBCCCCCCCBBCCCBBBCCCCC,15.69723418011
CBCBCBCBBCCCBCCBCCBCCCCBCBBCBBCC,15.5388536631
BCCCCBCCCBCBCCBBCBCCCCBCCCBBCBCC,15.094494921
BBCCCCCCCCBBBBBBBBBBBBCCCCCCCCCC,15.5308406184
CBBBBCCCBCCCCBCCCCBCBBBCBCCCCCCB,15.51023420261
BBCBBBBCCCBCBBBCBCBCBBCBCBBBBCBC,14.5652074692
CBBBBCCCCCCCCBBBBBBBBBBBBBBCCBBB,15.49070443791
CCCCCCBBBCCCBBBBBBBBBBBBBBBBBBBB,16.5646325825
CCCCCBBCCCCCBBBBBBBBBCBBBBBBBBBB,16.5317716323
CCCCCCCCCCCCCBBBBBBBBBBBBBBBBBCC,17.0702110637
BCCCCBBBCCCBBBCBBBBBCBBBBCCBBBCC,14.6831167282
BBBCBBBCCBCCCBBBCBCBBCCCCBBCBBCB,15.13832901871
BBBBBBBBBBBCCCCCBBBBBBBBBBBBBBCC,15.02795381
BBBCCCBBBCBBBCCCCCCCCCCCCCCBBBBB,15.28411159851
BBCBBCBBBCCBCBBCCBBBCCCBBBBCCCBC,15.257132472
CCCBBBBBBBBBBBCCCCBBBBBBBBBBCCBB,15.0215981756
CCCCCCCCCCCBCCCCCCCCBBBBBBBBBBCB,17.3451721572
CCBCBCCCCBBCBCBBBCCCBBCCCBBCCCCB,15.31847318481
CCCCCCCCCCCCCCCCBBBBBBBBBBBBBBBC,17.8761472582
CCBBCCCBCBCCCCBBCCBBBBBCCCBBBBCB,15.24991098251
BCBBBBCBBBBBBBCBCCBBBBBBBBBBBCCB,14.58679605171
CCCCCCCCCCCCCCCCCBBBBBBBBBBBBBBC,17.9600159878
